entity_id;disease_name;aliases;chuyen_khoa_goc;icd10_code;icd10_name;icd10_confidence;medical_literature;chan_doan_text;phong_ngua_text;positive_symptoms;positive_symptoms_norm;negative_symptoms;duration;case_count;llm_confidence;flag_phobert;flag_neo4j;last_updated
D_0980;tắc ống dẫn tinh;;hỗ trợ sinh sản, vô sinh, tinh hoàn;Q55.3;Teo ống dẫn tinh;6538;biểu hiện của tắc ống dẫn tinh cụ thể như sau: tinh hoàn ở nam giới bị tắc ống dẫn tinh có khả năng bị thu hẹp. có cảm giác bất thường khi sờ nắn mào tinh hoàn hoặc ống dẫn tinh. dù hai vợ chồng quan hệ tình dục bình thường và không sử dụng bất cứ biện pháp tránh thai nào, nam giới bị tắc ống dẫn tinh khó có thể có con.;tinh hoàn bị thu hẹp, cảm giác bất thường khi sờ nắn mào tinh hoàn hoặc ống dẫn tinh, xét nghiệm tinh dịch đồ thấy tinh trùng rất ít hoặc không có tinh trùng;khi phát hiện bản thân mắc một số dị tật bẩm sinh ở cơ quan sinh dục cần thăm khám để được can thiệp kịp thời và có biện pháp xử lý sớm để tránh bị tắc ống dẫn tinh. điều trị càng sớm càng tốt các khối u ở mào tinh hoàn và tuyến tiền liệt. phòng tránh các bệnh xã hội lây nhiễm qua đường tình dục, thực hiện quan hệ chung thuỷ : một vợ, một chồng. phòng tránh tối đa chấn thương trong cuộc sống thường ngày. khi cần làm phẫu thuật nào đó ở cơ quan sinh dục phải chọn cơ sở y tế chất lượng, uy tín và tin tưởng để tránh gặp phải tổn thương trong quá trình phẫu thuật gây biến chứng tắc ống dẫn tinh.;khó có thể có con;khó có thể có con;;không có;0;6538;TRUE;FALSE;10/04/2026 0:00
D_0981;tắc ống dẫn trứng;;hỗ trợ sinh sản, nội soi, mang thai, sinh con, phẫu thuật nội soi;K31.5;Tắc tá tràng;5718;dấu hiệu tắc ống dẫn trứng thường không rõ ràng. một phụ nữ có thể nghi ngờ mình bị tắc ống dẫn trừng nếu quá trình thụ thai gặp khó . các cặp vợ chồng chủ động thụ thai trong vòng 1 năm mà không thành công thì được coi là thụ thai khó khăn. một dấu hiệu tắc ống dẫn trứng khác là việc có thể bị đau ở vùng chậu hoặc vùng bụng. triệu chứng này có thể xảy ra theo chu kỳ, như trong thời kỳ kinh nguyệt, hoặc có thể xảy ra liên tục. trong một số trường hợp, tắc ống dẫn trứng có thể gây ra tình trạng mang thai ngoài tử cung.;trên thực tế, có 3 loại xét nghiệm chính được thực hiện, chụp cản quang tử cung - vòi trứng (chụp hsg), siêu âm bơm nước buồng tử cung (shg), nội soi ổ bụng, khi gặp khó khăn trong việc thụ thai;;đau ở vùng chậu | đau ở vùng bụng;đau ở vùng chậu | đau ở vùng bụng;;liên tục, 1 năm;0;5718;TRUE;FALSE;10/04/2026 0:00
D_0982;tắc ống phóng tinh;;hỗ trợ sinh sản, nam khoa, vô sinh, quan hệ tình dục;K55.1;Tắc ống phóng tinh;6292;nếu cả hai bên ống phóng tinh đều bị tắc, bệnh nhân sẽ bị vô sinh vì không có tinh trùng trong tinh dịch. những người này có thể có rất ít lượng tinh dịch hoặc không có một chút tinh dịch nào. bên cạnh đó, một số trường hợp tắc ống phóng tinh có thể gây nên hiện tượng đau vùng xương chậu, đặc biệt là sau khi xuất tinh.;dựa trên lâm sàng, xét nghiệm tinh dịch đồ, xét nghiệm hormone sinh dục, sinh thiết tinh hoàn, siêu âm bìu, siêu âm qua ngả trực tràng;để phòng ngừa và giảm thiểu nguy cơ bị tắc ống phóng tinh, người đàn ông có thể thực hiện một số cách sau: có thói quen sinh hoạt lành mạnh: tập thể dục thường xuyên, ít nhất 30 phút mỗi ngày. chế độ dinh dưỡng nhiều rau xanh, củ, quả. hạn chế sử dụng các chất kích thích như rượu, bia, thuốc lá. không lạm dụng sức khoẻ, không thủ dâm quá nhiều. sử dụng các biện pháp an toàn khi quan hệ tình dục, tránh để bị nhiễm trùng, nhiễm khuẩn đường sinh dục.;đau vùng xương chậu;đau vùng xương chậu;;sau khi xuất;0;6292;TRUE;FALSE;10/04/2026 0:00
D_0983;tế bào thần kinh vận động;;thần kinh, não;G12.2;Bệnh tế bào thần kinh vận động;8136;khó nhai, khó nuốt, ho, khó thở và nói khó xảy ra trong tổn thương hành tủy. trong liệt hành tủy tiến triển: lưỡi gà sa xuống, giảm phản xạ nôn, ứ đọng nước bọt ở họng, ho, lưỡi yếu có nhiều nếp nhăn. trong liệt giả hành tủy: lưỡi nhỏ và co làm cho người bệnh không thể đưa nhanh lưỡi sang hai bên. chi bị ảnh hưởng đặc trưng bằng các rối loạn vận động (yếu cơ, cứng cơ, giảm trương lực cơ, co cơ cục bộ) phản ánh rối loạn tế bào thần kinh vận động trung ương hoặc ngoại biên. không có rối loạn cảm giác khách quan mặc dù bệnh nhân có thể có cảm giác kiến bò. cơ tròn nhìn chung không rối loạn.;chụp cộng hưởng từ (mri), trên ở ít nhất ba ngọn chi.tốc độ dẫn truyền vận động thường là bình thường, ng có thể giảm nhẹ, dẫn truyền cảm giác cũng bình thường, xét nghiệm máu, xét nghiệm dịch não tủy;không có biện pháp nào có thể ngăn chặn sự phát triển của bệnh tế bào thần kinh vận động. tuy nhiên, theo nhiều nghiên cứu cho thấy chế độ ăn nhiều trái cây có màu tươi sáng (màu vàng, đỏ, cam) và rau xanh có thể giúp phòng ngừa bệnh xơ cứng teo cơ một bên.;khó nhai | khó nuốt | ho | khó thở | nói khó xảy | lưỡi gà sa | giả hành tủy | lưỡi yếu | nếp nhăn | ứ đọng nước bọt | nôn | giảm phản xạ nôn | yếu cơ | cứng cơ | giảm trương lực cơ | co cơ cục bộ | rối loạn vận động;khó nhai | khó nuốt | ho | khó thở | nói khó xảy | lưỡi gà sa | giả hành tủy | lưỡi yếu | nếp nhăn | ứ đọng nước bọt | nôn | giảm phản xạ nôn | yếu cơ | cứng cơ | giảm trương lực cơ | co cơ cục bộ | rối loạn vận động;nhanh lưỡi sang hai bên | cảm giác kiến bò;không có;0;8136;TRUE;TRUE;10/04/2026 0:00
D_0984;tự kỷ ở người lớn;;tâm lý, tự kỷ;F84.0;Autism spectrum disorder (ASD) in adults;5541;sau đây là một số triệu chứng tự kỷ ở người lớn : khó khăn trong việc giao tiếp người bệnh khó khăn khi hiểu lời của người khác. khó khăn khi bắt đầu trò chuyện với ai đó. gặp rắc rối liên quan đến những suy nghĩ hay cảm xúc. nét mặt thiếu sự biểu cảm và tư thế cơ thể không được tự nhiên người bệnh sử dụng các mẫu nói giống nhau, đơn điệu hoặc nói chuyện như robot mà ý truyền đạt thì người đối diện không cảm nhận được. nghĩ ra các từ và cụm từ mô tả của riêng người bệnh. người bệnh không thích nhìn vào mắt ai đó khi nói chuyện với họ. nói chuyện theo cùng một khuôn mẫu và giọng điệu cho dù người bệnh ở nhà, với bạn bè hay ở nơi làm việc. bạn nói rất nhiều về một hoặc hai chủ đề yêu thích. khó khăn trong việc xây dựng và duy trì tình bạn thân thiết. khó khăn về cảm xúc và hành vi. khó khăn trong việc điều chỉnh cảm xúc và phản ứng của người bệnh với người khác. người bệnh cảm thấy khó chịu khi mọi thứ của người bệnh bị di chuyển hoặc sắp xếp lại. dù bất kỳ điều gì xảy ra thì người bệnh vẫn luôn thực hiện có những thói quen, lịch trình và mô hình hàng ngày một cách cứng nhắc. gây ồn ào ở những nơi yên tĩnh các dấu hiệu khác người bệnh quan tâm sâu sắc và có kiến thức về một vài lĩnh vực quan tâm cụ thể (như giai đoạn lịch sử, loạt sách, phim, ngành công nghiệp, sở thích hoặc lĩnh vực nghiên cứu). người bệnh rất thông minh trong một hoặc hai lĩnh vực chủ đề học thuật, nhưng gặp khó khăn lớn khi thực hiện với những người khác. người bệnh bị mẫn cảm hoặc suy giảm độ nhạy cảm với cảm giác như đau, âm thanh, chạm hoặc ngửi. người bệnh biết mình vụng về và gặp khó khăn trong việc phối hợp. người bệnh thích làm việc và chơi một mình hơn là với người khác. những người khác cho rằng người bệnh lập dị hoặc mọt sách.;ng hiện nay bộ công cụ vẫn đang được phát triển. trong khi đó, đồng thời dựa trên khai thác tiền sử bệnh tật của bản thân và gia đình. từ đó, giao tiếp, cảm xúc, hành vi, phạm vi quan tâm, v.v. bên cạnh đó, người bệnh trả lời các câu hỏi về thời thơ ấu và bác sĩ nói chuyện với người nhà, cha mẹ hoặc các thành viên lớn tuổi khác trong gia đình để có hiểu được sở thích, suy nghĩ của người bệnh về tình trạng bệnh tật;không có cách nào để ngăn ngừa rối loạn phổ tự kỷ, nhưng có những lựa chọn điều trị. chẩn đoán và can thiệp sớm là hữu ích nhất và có thể cải thiện hành vi, kỹ năng và phát triển ngôn ngữ. tuy nhiên, can thiệp là hữu ích ở mọi lứa tuổi, mặc dù trẻ thường không hết hẳn các triệu chứng rối loạn phổ tự kỷ nhưng chúng có thể học cách hoạt động tốt, giao tiếp tốt hơn với người khác.;nét mặt thiếu sự biểu cảm | sử dụng mẫu nói giống nhau | không thích nhìn vào mắt | cứng nhắc | lập dị | mọt sách | mẫn cảm với cảm giác | vụng về | không nhạy cảm với cảm giác;nét mặt thiếu sự biểu cảm | sử dụng mẫu nói giống nhau | không thích nhìn vào mắt | cứng nhắc | lập dị | mọt sách | mẫn cảm với cảm giác | vụng về | không nhạy cảm với cảm giác;;không có;0;5541;TRUE;FALSE;10/04/2026 0:00
D_0985;tự kỷ ở trẻ em;ung thư biểu mô tiểu thùy tại chỗ, bệnh xơ cứng bì toàn thể;tâm thần, thần kinh, tâm lý, tự kỷ, não;F84.0;Tính tự kỷ ở trẻ em;9087;cha mẹ thường nhận thấy những dấu hiệu của bệnh tự kỷ trong hai năm đầu đời của trẻ. những dấu hiệu này thường phát triển dần dần, mặc dù một vài trẻ mắc chứng tự kỷ vẫn đạt mốc phát triển với tốc độ bình thường và sau đó giảm dần. bao gồm: thiếu hụt những kỹ năng tương tác xã hội là vấn đề cơ bản của tự kỷ như trẻ không biết chỉ tay, ít giao tiếp bằng mắt, ít cử chỉ giao tiếp, không làm theo hướng dẫn, chơi một mình không chia sẻ, chỉ làm theo ý thích của mình, không khoe, không để ý đến thái độ và tình cảm của người khác. một số trẻ chẳng biết lạ ai, đến nơi mới nào cũng không để ý đến sự đổi thay của môi trường, nhưng lại có những trẻ rất sợ người lạ, sợ chỗ lạ. trẻ thường gắn bó và để ý tới đồ vật nhiều hơn là để ý tới mọi người xung quanh. bất thường về ngôn ngữ: chậm nói, hoặc đã nói được nhưng sau đó lại không nói, phát âm vô nghĩa, dạy không nói theo. nếu trẻ nói được thì lại nói nhại lời, nhại quảng cáo, chỉ nói khi đòi ăn, đòi đi, ... ngôn ngữ thụ động, không biết đặt câu hỏi, hoặc hỏi lại nhiều lần một câu hỏi. không biết đối đáp hội thoại, không biết kể lại những gì đã chứng kiến. giọng nói khác thường như nói giọng lơ lớ, thiếu diễn cảm, nói nhanh, nói ríu lời, nói rất to, ... trẻ không biết chơi giả vờ tưởng tượng mang tính xã hội, không biết trò chơi có luật. chậm nói là lý do chủ yếu để cha mẹ đưa con đi khám bệnh vì đó là dấu hiệu dễ nhận thấy nhất. những bất thường về hành vi, thói quen và ý thích thu hẹp: hành vi định hình như đi kiễng gót, quay tròn người, ngắm nhìn tay, nhìn nghiêng, lắc lư người, nhảy chân sáo, chạy vòng quanh, nhảy lên, ... những thói quen rập khuôn thường gặp là: đi về theo đúng một đường, ngồi đúng một chỗ, nằm đúng một vị trí, thích mặc đúng một bộ quần áo, luôn làm một việc theo một trình tự, ... những ý thích thu hẹp như: cách chơi đơn điệu kéo dài, nhiều giờ xem tivi quảng cáo, băng hình, điện thoại, quay bánh xe, ngắm nhìn hoặc tay luôn cầm một thứ như bút, que, tăm, giấy, chai lọ, đồ chơi có màu ưa thích hoặc có độ cứng mềm khác nhau. nhiều trẻ ăn vạ khóc lăn ra nếu không vừa ý do trẻ không biết nói và do thiếu kiềm chế. có khoảng trên 70 trẻ tự kỷ có biểu hiện tăng động, không phản ứng với nguy hiểm. nhiều trẻ bị rối loạn cảm giác do thần kinh quá nhạy cảm như: sợ khi nghe tiếng động to nên khóc thét hoặc bịt tai, che mắt hoặc chui vào góc do sợ ánh sáng, sợ một số mùi vị, thính tai với âm thanh quảng cáo nên chạy vào nhanh để nghe, sợ cắt tóc, sợ gội đầu, không thích ai sờ vào người, ăn không nhai và kén ăn. ngược lại trẻ kém nhạy cảm lại có những biểu hiện như: thích sờ đồ vật, thích được ôm giữ thật chặt, giảm cảm giác đau, gõ hoặc ném các thứ tạo ra tiếng động, nhìn vật chuyển động hoặc phát sáng. một số trẻ có khả năng đặc biệt như nhớ số điện thoại, nhớ các loại xe ô tô, nhớ vị trí đồ vật hoặc nơi chốn, bấm trò chơi trên máy rất giỏi, thuộc lòng nhiều bài hát, đọc số chữ rất sớm, làm toán cộng nhẩm nhanh, bắt chước động tác nhanh, ... nên dễ nhầm tưởng là trẻ quá thông minh. diễn biến khi trẻ lớn lên thường đi học muộn, ít hòa nhập với bạn bè, khó khăn ngôn ngữ giao tiếp, không hiểu nghĩa bóng của từ ngữ, khó khăn về học tập nhất là những môn xã hội. hành vi định hình hoặc ý thích thu hẹp có thể thay đổi từ thứ này sang thứ khác. nhiều trẻ tăng động trong khi số khác thu mình lại.;tự kỷ điển hình (tự kỷ kanner), hội chứng asperger (tự kỷ chức năng cao), hội chứng rett, rối loạn phân rã tuổi ấu thơ, tự kỷ không điển hình, tự kỷ có trí thông minh cao và nói được, tự kỷ có trí thông minh cao nhưng không nói được, tự kỷ có trí tuệ thấp và nói được, tự kỷ có trí tuệ thấp và không nói được;đảm bảo thai sản an toàn cho người mẹ hạn chế sinh con khi cao tuổi tránh các yếu tố bất lợi của môi trường sống quan tâm tác động sớm tới trẻ trong chơi tương tác, vận động và phát triển giao tiếp;không biết chỉ tay | ít giao tiếp bằng mắt | ít cử chỉ giao tiếp | không làm theo hướng dẫn | chơi một mình không chia sẻ | không khoe | không biết lạ ai | không biết đối đáp hội thoại | giọng nói khác thường | người lạ | người khác | đi kiễng gót | quay tròn người | ngắm nhìn tay | lắc lư người | nhảy chân sáo | nhảy lên | đi về theo đúng một đường | ngồi đúng một chỗ | nằm đúng một vị trí | thích sờ đồ vật | thích được ôm giữ thật chặt | giả vờ tưởng tượng | trò chơi có luật | thói quen rập khuôn;không biết chỉ tay | ít giao tiếp bằng mắt | ít cử chỉ giao tiếp | không làm theo hướng dẫn | chơi một mình không chia sẻ | không khoe | không biết lạ ai | không biết đối đáp hội thoại | giọng nói khác thường | người lạ | người khác | đi kiễng gót | quay tròn người | ngắm nhìn tay | lắc lư người | nhảy chân sáo | nhảy lên | đi về theo đúng một đường | ngồi đúng một chỗ | nằm đúng một vị trí | thích sờ đồ vật | thích được ôm giữ thật chặt | giả vờ tưởng tượng | trò chơi có luật | thói quen rập khuôn;;không có;1;9087;TRUE;TRUE;10/04/2026 0:00
D_0986;u lympho không hodgkin;;nhi, ung thư;C85.9;U lympho không Hodgkin loại không xác định;8786;các dấu hiệu và triệu chứng của ung thư hạch không hodgkin có thể bao gồm: các hạch bạch huyết không đau, sưng ở cổ, nách hoặc háng đau bụng hoặc sưng đau ngực, ho hoặc khó thở mệt mỏi kéo dài sốt;tiền sử cá nhân và gia đình, ở cổ, nách và háng, cho một lá lách hoặc gan bị sưng, xét nghiệm máu và nước tiểu, chụp x-quang, mri và chụp cắt lớp phát xạ positron (pet), xét nghiệm hạch bạch huyết, xét nghiệm tủy xương, mẫu được phân tích để tìm kiếm các tế bào ung thư hạch không hodgkin, ng ung thư vẫn chỉ giới hạn ở một bộ phận của cơ thể ở trên hoặc dưới cơ hoành, nó được coi là giai đoạn iii, phổi hoặc xương;chưa có biện pháp nào phòng bệnh u lympho không hodgkin.;sưng ở cổ | sưng ở nách | sưng ở háng | đau bụng | sưng đau ngực | khó thở | mệt mỏi | khó thở mệt mỏi kéo dài | sốt;sưng ở cổ | sưng ở nách | sưng ở háng | đau bụng | sưng đau ngực | khó thở | mệt mỏi | khó thở mệt mỏi kéo dài | sốt;hạch không hodgkin có thể bao | hạch bạch huyết không đau;mệt mỏi kéo dài;0;8786;TRUE;TRUE;10/04/2026 0:00
D_0987;u lympho tế bào t;bạch hầu thanh quản, cúm a h1n1, hẹp van hai lá, hội chứng behcet;;C86.1;u lympho tế bào t gan lách;8355;nổi hạch 60 -100 người bệnh có hạch to, thường gặp ở vùng cổ, hố thượng đòn, nách, bẹn, có thể gặp hạch trung thất, hạch ổ bụng (trường hợp hạch trung thất và hạch ổ bụng chỉ có thể phát hiện trên chụp phim hay siêu âm) tổn thương ngoài hạch khoảng 40 bệnh nhân có tổn thương ngoài hạch tiên phát, thậm chí là duy nhất ở ngoài hạch lympho như: dạ dày, amydal, hốc mắt, da... lách có thể to, đặc biệt u lympho thể lách hoặc giai đoạn muộn của bệnh. gan to ít gặp hơn, thường kèm theo hạch to và hoặc lách to. triệu chứng b gặp khoảng 25 với các triệu chứng sốt, ra mồ hôi đêm, sút cân trên 10 trọng lượng cơ thể trong 6 tháng không giải thích được nguyên nhân. ở giai đoạn muộn, bệnh nhân xuất hiện thiếu máu, nhiễm khuẩn, xuất huyết và các biểu hiện chèn ép, xâm lấn của tổ chức lympho. u lympho tế bào t được chia làm 4 giai đoạn: giai đoạn i: tổn thương một vùng hạch hoặc một vị trí ngoài hạch giai đoạn 2: tổn thương hai vùng hạch trở lên trên cùng một phía cơ hoành. hoặc tổn thương khu trú ở 1 vị trí hoặc một cơ quan ngoài hạch và hạch lympho vùng của nó, kèm theo hoặc không tổn thương vùng lympho khác ở một phía của cơ hoành. giai đoạn 3: tổn thương nằm hai phía cơ hoành. có thể tổn thương ở lách, hoặc vị trí ngoài hạch, hoặc cả hai giai đoạn 4: tổn thương lan tỏa rải rác nhiều tạng hoặc mô ngoài hạch (như: tủy xương, gan, phổi ), có kèm hoặc không kèm tổn thương hạch.;hạch đồ, sinh thiết hạch hoặc tổ chức lympho, hóa mô miễn dịch, tổng phân tích tế bào máu ngoại vi, tăng trong khoảng 30 trường hợp, canxi máu, chức năng gan thận có thể rối loạn, beta 2 microglobulin thường tăng, siêu âm, x-quang, pet-ct, mri giúp phát hiện hạch sâu, hạch trung thất, hạch ổ bụng...và các vị trí di căn khác, tùy từng loại u lympho không hodgkin mà có chỉ định xét nghiệm hợp lý;quan hệ tình dục an toàn không có nhiều bạn tình bảo hộ lao động khi làm việc trong môi trường có hóa chất độc hại duy trì cân nặng hợp lý: ăn uống lành mạnh, tập thể dục thể thao điều độ.;hạch to | hạch trung thất | hạch ổ bụng | u lympho tế bào t | hạch tiên phát | hạch và hạch lympho vùng | hạch hoặc một vị trí ngoài | hạch giai đoạn 2 | hạch giai đoạn 3 | hạch giai đoạn 4 | sốt | nhiễm khuẩn | xuất huyết | thiếu máu | chèn ép | xâm lấn | u lympho thể lách | lách to | gan to | thời gian 6 tháng;hạch to | hạch trung thất | hạch ổ bụng | u lympho tế bào t | hạch tiên phát | hạch và hạch lympho vùng | hạch hoặc một vị trí ngoài | hạch giai đoạn 2 | hạch giai đoạn 3 | hạch giai đoạn 4 | sốt | nhiễm khuẩn | xuất huyết | thiếu máu | chèn ép | xâm lấn | u lympho thể lách | lách to | gan to | thời gian 6 tháng;;không có;1;8355;TRUE;TRUE;10/04/2026 0:00
D_0988;u lành thực quản;;ung thư, thực quản, tiêu hóa;D13.0;U lành của thực quản;9793;u lành thực quản thường không gây ra triệu chứng. tuy nhiên, nếu chúng phát triển đủ lớn để gây tắc nghẽn, người bệnh có thể bắt đầu chú ý đến chúng. các triệu chứng của u lành thực quản có thể bao gồm: chảy máu trong thực quản đau ngực khó khăn hoặc khó chịu trong khi nuốt thức ăn bị kẹt ở phía sau cổ họng vết loét trong thực quản trào ngược đột ngột thức ăn và dịch dạ dày chưa tiêu hóa;barium esophagram (chụp x quang cản quang ống tiêu hóa trên với barium), chụp cắt lớp vi tính (ct), chụp cộng hưởng từ (mri), sinh thiết khối u;trong trường hợp bệnh trào ngược dạ dày thực quản gây hẹp thực quản, thực hiện thay đổi chế độ ăn uống và lối sống có thể giúp điều trị các triệu chứng. những thay đổi này có thể bao gồm: tránh các thực phẩm cay, dầu mỡ, hoặc chất béo, cũng như sô cô la, rượu, thuốc lá và caffeine, vì những thứ này đều có thể gây ra bệnh trào ngược dạ dày thực quản. giảm cân. mặc quần áo rộng để giảm áp lực cho dạ dày. ăn nhiều bữa nhỏ trong ngày hơn là ba bữa lớn mỗi ngày. tránh nằm đến 3 giờ sau khi ăn.;đau ngực | trào ngược;đau ngực | trào ngược;;đột ngột, trong khi nuốt thức ăn;0;9793;TRUE;TRUE;10/04/2026 0:00
D_0989;u lách (lành tính);;tiêu hóa;D35.0;u lành tuyến thượng thận;6962;các bệnh lý u nang lách được chia làm 3 nhóm biểu hiện chính: u nang lách im lặng: bệnh nhân được phát hiện tình cờ khi thăm khám các bệnh lý khác u nang lách có triệu chứng: được gây ra do sự chèn ép chiếm chỗ của nang lách với mô lách lành và với cơ quan lân cận (dạ dày, đại tràng, đáy phổi, vòm hoành ) u nang lách có biến chứng: nhiễm trùng nang lách, áp xe nang gây viêm phúc mạc, nhiễm trùng huyết, vỡ nang gây viêm phúc mạc, xuất huyết vỡ nang do chấn thương các triệu chứng có thể gặp bao gồm: đau bụng: có thể đau vùng hạ sườn trái, vùng thượng vị, nếu viêm phúc mạc bệnh nhân đau dữ dội toàn bụng. buồn nôn, nôn: do nang lách chèn ép dạ dày rối loạn tiêu hóa: chán ăn, đầy hơi, ợ chua, đi ngoài phân lỏng hoặc táo bón khó thở: khi nang chèn ép cơ hoành và màng phổi trái ho: nếu nang chèn ép và kích thích thần kinh hoành, màng phổi đau lưng: nếu nang chèn ép thận và niệu quản gây bít tắc.;siêu âm, chụp cắt lớp vi tính, chụp xquang không chuẩn bị, chụp xquang ngực thẳng;chưa có biện pháp phòng ngừa u lách đặc hiệu. một số biện pháp có thể được áp dụng bao gồm: ăn uống lành mạnh, đảm bảo vệ sinh tập luyện thể dục thể thao đều đặn đi khám sức khỏe định kỳ thường xuyên đặc biệt nếu có các triệu chứng rối loạn tiêu hóa dù chỉ mơ hồ. nếu mắc u nang lá lách chưa có chỉ định phẫu thuật cần sinh hoạt nghỉ ngơi đều đặn, không lao động nặng, hạn chế chấn thương vùng bụng gây nguy cơ vỡ u lách gây mất máu, nhiễm trùng, rò vào cơ quan lân cận.;đau bụng | đau vùng hạ sườn trái | đau thượng vị | buồn nôn | nôn | đầy hơi | ợ chua | táo bón | chán ăn | rối loạn tiêu hóa | khó thở | đau lưng | đau toàn bụng | nhiễm trùng nang lách | áp xe nang | viêm phúc mạc | nhiễm trùng huyết | vỡ nang | xuất huyết vỡ nang | bít tắc | chấn thương | đau cơ hoành | kích thích thần kinh hoành | chèn ép dạ dày | chèn ép niệu quản | chèn ép thận | chèn ép cơ hoành | chèn ép màng phổi trái | chèn ép màng phổi;đau bụng | đau vùng hạ sườn trái | đau thượng vị | buồn nôn | nôn | đầy hơi | ợ chua | táo bón | chán ăn | rối loạn tiêu hóa | khó thở | đau lưng | đau toàn bụng | nhiễm trùng nang lách | áp xe nang | viêm phúc mạc | nhiễm trùng huyết | vỡ nang | xuất huyết vỡ nang | bít tắc | chấn thương | đau cơ hoành | kích thích thần kinh hoành | chèn ép dạ dày | chèn ép niệu quản | chèn ép thận | chèn ép cơ hoành | chèn ép màng phổi trái | chèn ép màng phổi;;không có;0;6962;TRUE;FALSE;10/04/2026 0:00
D_0990;u mạch máu gan;;động mạch, gan, tiêu hóa;C22.3;Ung thư mô liên kết mạch máu của gan;8048;đa số các trường hợp u mạch máu gan không gây triệu chứng. tuy nhiên bệnh có thể tiến triển xấu hơn bởi một chấn thương hoặc thay đổi nồng độ estrogen trong cơ thể. các triệu chứng u mạch máu gan có thể gặp: đau bụng vùng hạ sườn phải nôn buồn nôn chán ăn tuy nhiên ngay cả khi có u mạch máu gan thì các triệu chứng trên cũng có thể được gây ra bởi các nguyên nhân khác. bệnh nhân nên đến cơ sở y tế để được thăm khám, chẩn đoán và điều trị thích hợp nhất. biến chứng của u mạch máu gan: bệnh hiếm khi gây nên biến chứng nhưng có thể gặp trong một số trường hợp đặc biệt như: khối u mạch máu gan khổng lồ, tổn thương phá hủy gan hay gây đau bụng dữ dội.;siêu âm ổ bụng, chụp cắt lớp vi tính vùng bụng hoặc chụp cộng hưởng từ mri;chưa có biện pháp phòng ngừa u mạch máu gan đặc hiệu. bệnh ít khi gây các triệu chứng và biến chứng nên thường bị bỏ quan. một chế độ sống lành mạnh được khuyến cáo làm giảm sự phát triển các tình trạng bệnh lý liên quan đến gan nói chung: không hút thuốc lá hạn chế rượu bia và các chất kích thích ăn nhiều rau củ quả tươi sống, hạn chế đồ ăn nhanh, đồ ăn đã qua chế biến sẵn. tập luyện thể dục thể thao hàng ngày khám sức khỏe định kỳ.;đau bụng dữ dội | chán ăn | buồn nôn;đau bụng dữ dội | chán ăn | buồn nôn;u mạch máu gan không gây;không có;0;8048;TRUE;TRUE;10/04/2026 0:00
D_0991;u nang ống mật chủ;;nhi, tiêu hóa, túi mật;Q44.4;U nang ống mật chủ;10;u nang ống mật chủ ở trẻ em thường biểu hiện trên lâm sàng với các triệu chứng như: vàng da, vàng mắt: thường thấy ở trẻ sơ sinh và trẻ nhỏ. vàng da ở trẻ sơ sinh thường xuất hiện sớm, mức độ vàng da tùy thuộc vào mức độ nặng của bệnh. đau bụng: thường gặp ở trẻ lớn hơn, ít gặp ở trẻ sơ sinh và trẻ nhỏ. đau bụng có thể tái diễn nhiều lần. đau bụng và vàng da là hai triệu chứng cổ điển của u nang ống mật chủ. sốt nếu có biến chứng nhiễm trùng đường mật, viêm phúc mạc mật.;siêu âm bụng, chụp cộng hưởng từ, các xét nghiệm máu;đây là một dị tật bẩm sinh. cách phòng ngừa tốt nhất là phát hiện và điều trị sớm khi bệnh chưa có biến chứng. ngày nay cùng với sự tiến bộ của khoa học kỹ thuật, khám và sàng lọc trước sinh có thể phát hiện được u nang ống mật chủ ngay từ khi mang thai.;vàng da | vàng mắt | đau bụng | sốt;vàng da | vàng mắt | đau bụng | sốt;;không có;0;10;TRUE;TRUE;10/04/2026 0:00
