query,predicted_labels
"Tôi hay bị mắc tiểu đột ngột, cứ có cảm giác là phải chạy đi vệ sinh ngay lập tức nếu không sợ rò rỉ nước tiểu ra quần, một ngày đi rất nhiều lần.","chắp mắt, chốc mép, co thắt đại tràng, giun chỉ, hẹp hậu môn ở trẻ em"
"Sau khi sinh tôi bị chảy máu liên tục rất nhiều, người lạnh toát, vã mồ hôi, da xanh xao. Mạch đập nhanh, bụng vùng tử cung to ra và sờ thấy mềm nhão.","băng huyết sau sinh, bệnh tim bẩm sinh, cường lách, hội chứng eisenmenger, hội chứng sudeck (loạn dưỡng giao cảm phản xạ)"
"Dạo này tôi hay mệt mỏi, chán ăn, da nhợt nhạt và hay đổ mồ hôi đêm. Tôi dễ bị chảy máu chân răng, bầm tím trên da và sờ thấy hạch sưng ở vùng cổ.","bệnh bạch cầu, bệnh lao phổi, cúm a h1n1, cường lách, hội chứng behcet"
"Tôi hay bị hụt hơi, khó thở khi vận động gắng sức và cảm thấy mệt mỏi, hồi hộp. Hai chân tôi bị phù lên và thỉnh thoảng có những cơn đau tức ngực, đau hông phải hoặc ngất xỉu.","bệnh cơ tim giãn, block nhánh phải, block nhánh trái, block nhĩ thất, bệnh cơ tim"
"Tôi hay bị khó thở, hụt hơi, nhịp tim đập nhanh không đều và hồi hộp đánh trống ngực. Bụng và hai chân tôi sưng phù to lên, thỉnh thoảng tôi còn bị đau tức ngực, chóng mặt.","block nhánh phải, bệnh cơ tim giãn, trụy tim, block nhánh trái, block nhĩ thất"
"Dạo này tôi luôn thấy mệt mỏi, khó thở và đau ngực mỗi khi hoạt động. Bụng tôi sưng to, hay đi tiểu đêm và có lúc bị ngất xỉu.","huyết khối tĩnh mạch sâu, block nhánh tim, bệnh cơ tim, bệnh cơ tim hạn chế, bệnh lao phổi"
"Tôi hay bị khó thở, chóng mặt và tim đập rối loạn bất thường. Hai chân tôi cũng bị phù nề lên và thỉnh thoảng có cơn ngất xỉu, choáng váng.","block nhánh tim, phình tách động mạch chủ, rò mao mạch, trụy tim, xuất huyết dạ dày"
"Đột nhiên tôi bị đau đầu, chóng mặt, mắt nhìn mờ rồi mất thị lực tạm thời. Một bên mặt bị tê dại, mất cảm giác và chân tay bỗng dưng yếu liệt khó cử động.","bệnh động mạch cảnh, giãn mạch máu não, hội chứng behcet, phình động mạch ở cổ, thiếu máu"
"Mỗi khi đi bộ nhanh hay căng thẳng, tôi lại bị đau thắt ngực trái như bị bóp nghẹt, đè nặng. Cơn đau làm tôi thở hụt hơi, chóng mặt, hồi hộp và cảm giác như muốn ngất.","bệnh mạch vành, trụy tim, bệnh cơ tim giãn, hẹp mạch vành, hẹp van hai lá"
"Tự nhiên tôi bị đau ngực đột ngột và dữ dội, cơn đau lan ra vùng lưng và bụng. Tôi cảm thấy khó thở, chóng mặt lâng lâng và nuốt thức ăn hơi nghẹn.","cúm a h5, phình động mạch chủ ngực, bỏng, cúm a h1n1, huyết khối tĩnh mạch sâu"
"Cơ thể tôi đổ mồ hôi quá nhiều, tay và nách lúc nào cũng đầm đìa nước dù không làm việc nặng hay trời nóng, gây rất nhiều bất tiện trong sinh hoạt.","bướu cổ, bệnh lao phổi, bệnh mạch vành, cúm a h1n1, lao kê"
"Cháu nhà tôi da dẻ hay nhợt nhạt, hơi vàng vọt và lúc nào cũng lừ đừ mệt mỏi. Cháu chậm lớn, thiếu cân và ăn uống rất kém.","basedow, block nhánh tim, bệnh bạch cầu, bệnh thalassemia, hội chứng fanconi"
"Tôi bị sốt cao, các khớp sưng nóng và đau nhức di chuyển từ khớp này sang khớp khác. Dạo này tôi hay bị khó thở, mệt mỏi, tim đập mạnh hồi hộp và có nổi vài cục sần cứng dưới da.","bệnh thấp tim, hội chứng sốc nhiễm độc, hội chứng dressler, nhiễm trùng hậu sản, phình động mạch ở phổi"
"Bé nhà tôi bú rất kém, hay vã mồ hôi lạnh, thở khò khè và thở nhanh. Da bé xanh xao, đặc biệt là môi và đầu ngón tay chân hay bị tím tái khi bé quấy khóc, bé cũng rất chậm lớn.","bệnh tim bẩm sinh, tăng thông khí, bạch hầu thanh quản, hen suyễn, hội chứng urê huyết tán huyết"
"Bé nhà tôi rất lười bú, kém ăn, tăng cân chậm và hơi nhẹ cân. Lúc bú bé hay đổ mồ hôi, mệt mỏi và thi thoảng có vẻ khó thở.","viêm phổi, basedow, bướu cổ, bệnh lao phổi, bệnh tim bẩm sinh tím"
"Môi và đầu ngón tay chân của bé nhà tôi hay bị xanh tím ngắt. Bé thở gấp, đau ngực, hay quấy khóc đổ mồ hôi khi bú. Cháu lớn rất chậm và luôn trong trạng thái mệt mỏi lả đi.","bệnh tim bẩm sinh tím, bệnh lao phổi, cúm a h1n1, huyết khối tĩnh mạch sâu, hội chứng behcet"
Ngực tôi hay bị sưng đau và căng tức theo chu kỳ kinh nguyệt. Thỉnh thoảng tôi sờ thấy có cục cứng lổn nhổn bên trong vú nhưng không bị đau gắt hay tấy đỏ da.,"bỏng, hội chứng antiphospholipid, hội chứng kháng thể kháng phospholipid, hội chứng sốc nhiễm độc, nhiễm nấm candida (nhiễm trùng nấm men)"
"Tôi hay bị sốt nhẹ dai dẳng, mệt mỏi và đau nhức toàn thân. Các khớp tay chân tôi sưng nóng, đau cơ và các khớp có dấu hiệu cong vẹo, phì đại to ra làm cử động khó khăn.","nhiễm trùng hậu sản, hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, nhiễm khuẩn hậu sản, nấm da (hắc lào)"
"Tôi hay bị khó thở, chóng mặt và xây xẩm mặt mày khi làm việc nhà. Ngực tôi thi thoảng tức nặng khó chịu, hai mắt cá chân bị sưng phù và cân nặng tăng lên rất nhanh.","hội chứng urê huyết tán huyết, block nhánh trái, bạch cầu cấp, bỏng, cúm a h1n1"
"Thỉnh thoảng tôi bị đau tức nặng ngực, khó thở và rất nhanh mệt khi vận động. Kèm theo đó là triệu chứng hồi hộp, đánh trống ngực liên hồi, vã mồ hôi và hay hoa mắt chóng mặt.","block nhánh phải, block nhánh trái, trụy tim, bướu cổ, bệnh cơ tim giãn"
"Tôi hay bị những cơn chóng mặt, choáng váng, nhịp tim đập hụt nhịp hoặc rất chậm. Có lúc tôi mệt lả, khó thở trầm trọng và cảm giác xây xẩm như sắp ngất xỉu đến nơi.","block nhánh tim, block nhánh trái, phình tách động mạch chủ, phình động mạch vành, trụy tim"
"Tôi hay bị đau tức ngực, vã mồ hôi và đánh trống ngực hồi hộp. Tôi mệt, khó thở, hay bị ho dai dẳng không dứt và thỉnh thoảng hai chân bị sưng nề, thi thoảng còn choáng váng suýt ngất.","block nhánh phải, block nhánh trái, trụy tim, bướu cổ, bệnh cơ tim giãn"
"Tôi hay bị khó thở và đau tức ngực mỗi khi làm việc hơi gắng sức. Kèm theo đó là người mệt mỏi rã rời, buồn nôn, hay chóng mặt xây xẩm khi đứng lên và có lúc như sắp ngất xỉu đi.","block nhĩ thất, basedow, block nhánh phải, block nhánh tim, block nhánh trái"
"Tự nhiên tôi bị đau nhói dữ dội ở vùng ngực lan xuyên ra sau lưng, cảm giác đau rát như bị xé toạc ra. Tôi bị chóng mặt ngất xỉu, tụt huyết áp và bỗng dưng nói khó, tê liệt một bên tay chân.","u mềm treo, bệnh động mạch cảnh, gãy xương, hội chứng volkmann, viêm xung huyết hang vị dạ dày"
"Hôm qua bị ngã trẹo chân, giờ khớp cổ chân tôi sưng to, bầm tím và đau nhức dữ dội. Cứ đứng tỳ chân xuống đất là đau điếng không chịu nổi, khớp cũng bị cứng đơ lại khó cử động.","bong gân, hội chứng sốc nhiễm độc, hội chứng urê huyết tán huyết, nấm da (hắc lào), vỡ túi ngực"
"Chu kỳ kinh nguyệt của tôi rất thất thường, kéo dài cả tháng mới có. Dạo này da tôi rất nhờn, nổi mụn trứng cá, rụng tóc hói đầu nhưng lông tay lông mặt lại mọc rậm lên, da hay bị sạm đen ở nếp gấp và cân nặng tăng nhanh, bụng thỉnh thoảng hay đau âm ỉ.","bỏng, mất kinh, buồng trứng đa nang, giãn ống dẫn sữa, huyết khối (cục máu đông)"
"Tôi sờ thấy có cục u hình tròn, bờ trơn láng, di chuyển được ở dưới da vú. Nó không đau lắm nhưng thỉnh thoảng gần tới ngày hành kinh thì cục u căng lên và hơi đau nhức khi chạm vào.","chèn ép khoang dưới mỏm cùng vai, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, nang nước thừng tinh ở trẻ em, viêm mũi"
"Dạo này tôi hay đi tiểu ra máu nhưng không đau buốt, chỉ thấy đau tức vùng hông lưng âm ỉ. Tôi cũng bị sốt, sụt cân mệt mỏi, huyết áp tăng cao, tĩnh mạch bụng nổi rõ và hai chân bị phù nề sưng to.","bướu thận, bệnh lao xương, aids, bệnh quai bị, bỏng"
"Mấy hôm nay tôi bị hắt hơi, sổ mũi, nghẹt mũi liên tục không dứt. Người tôi mệt mỏi, ê ẩm nhức mỏi khắp cơ bắp, hơi đau đầu, ho húng hắng và có sốt nhẹ hâm hấp.","cảm lạnh, viêm đường hô hấp trên, cúm, cúm a h1n1, nhiễm trùng xoang"
"Dạo này tôi nhìn các vật ở xa như biển số xe rất mờ, luôn phải nheo mắt lại mới thấy mờ mờ. Cố nhìn lâu thì mắt rất mỏi, khô xót phải chớp liên tục và hay bị nhức váng cả đầu.","chèn ép khoang dưới mỏm cùng vai, chắp mắt, basedow, block nhánh tim, hẹp mạch máu não"
"Nước tiểu của tôi dạo này nổi rất nhiều bọt lâu tan, thỉnh thoảng có lẫn chút màu đỏ như máu. Buổi sáng ngủ dậy tôi hay bị sưng phù húp quanh hai mí mắt, hai bàn chân cũng sưng nề và huyết áp thì đo thấy tăng cao.","nấm da (hắc lào), bỏng, hội chứng antiphospholipid, hội chứng goodpasture, hội chứng kháng thể kháng phospholipid"
"Da con tôi nổi các mảng phát ban đỏ ở mặt và các nếp gấp như khuỷu tay, kheo chân. Chỗ da đó rất khô, đóng vảy, tấy lên, thỉnh thoảng rỉ nước vàng và bé hay gãi ngứa liên tục.","nấm da (hắc lào), lang ben, u mềm treo, bệnh sởi, bỏng"
"Trên da tôi nổi các nốt sần ửng đỏ hình tròn lốm đốm như đồng xu, sưng tấy và ngứa ngáy điên cuồng nhất là về đêm. Sau đó vùng da đó khô nhăn nheo lại, đóng vảy cứng và bong tróc ra rất khó chịu.","nấm da (hắc lào), sưng bao quy đầu, áp xe rò luân nhĩ, bỏng, chàm đồng tiền"
"Mí mắt của tôi tự nhiên mọc một cục u sưng tấy lên, chớp mắt thấy hơi cộm và dạo này nhìn hơi mờ.","chắp mắt, hói đầu, trĩ nội, áp xe rò luân nhĩ, bong gân"
"Cháu nhà tôi chậm biết lật, biết bò và đi. Cháu cầm nắm đồ vật rất yếu và dường như không hiểu những gì người lớn nói hay biểu đạt cảm xúc.","chậm phát triển, chắp mắt, ho gà, lang ben, thiếu máu"
"Dạo này tôi đi lại rất khó khăn, cứ bước đi là thấy mệt mỏi và đau lưng. Cảm giác hai chân không đều nhau, bước khập khiễng thấp cao.","viêm khớp phản ứng, basedow, block nhánh tim, chèn ép khoang dưới mỏm cùng vai, huyết khối tĩnh mạch sâu"
"Tôi đi bộ hay bị đau ở hai đầu gối và mắt cá chân. Hai đầu gối cứ chụm sát vào nhau mà hai bàn chân lại tách ra, bước đi lỏng lẻo khó khăn.","hội chứng urê huyết tán huyết, block nhánh trái, bong gân, bệnh tuyến của tuyến vú adenosis, bỏng"
"Sau cú va đập hôm qua, tôi bị nhức đầu kinh khủng, hay buồn nôn và chóng mặt. Tôi luôn cảm thấy buồn ngủ, lúc tỉnh thì lú lẫn và rất sợ ánh sáng, tiếng ồn.","chấn thương sọ não, dịch hạch, nhiễm trùng não, sốc phản vệ, tụ máu não"
"Vai tôi rất nhức mỏi, cứ giơ tay lên hay xoay tay ra sau là đau nhói. Đêm ngủ không nằm nghiêng được vì đau đến mất ngủ, giờ khớp vai có vẻ cứng đơ lại.","chèn ép khoang dưới mỏm cùng vai, xơ vữa động mạch ngoại biên, viêm mũi, vỡ túi ngực, áp xe má"
"Tôi đi tiểu thấy đau rát buốt, vùng kín tiết dịch hôi, ngứa dữ dội và thỉnh thoảng chảy máu. Lúc quan hệ tình dục cũng rất đau, thi thoảng kèm theo sốt và buồn nôn.","chlamydia, nhiễm nấm candida (nhiễm trùng nấm men), lao màng phổi, nhiễm khuẩn h.p, nhiễm nấm cryptococcus"
"Thỉnh thoảng tôi bị chóng mặt quay cuồng, buồn nôn và mất thăng bằng không đứng vững được. Cảm giác người cứ lâng lâng bồng bềnh và mắt hơi mờ đi.","chóng mặt kịch phát lành tính, chấn thương sọ não, rò mao mạch, viêm dây thần kinh tiền đình, vỡ mạch máu não"
"Bé nhà tôi từ lúc sinh ra môi và móng tay hay bị tím tái, da dẻ xanh xám lạnh toát. Cháu thở rất nhanh, tim đập thình thịch, bú kém và chậm tăng cân.","teo thực quản, thiếu máu, tứ chứng fallot, basedow, bệnh cơ tim giãn"
Ban ngày tôi hay bị những cơn buồn ngủ ập đến không cưỡng lại được. Có lúc đang cười nói tự nhiên người mềm nhũn ra. Đêm ngủ thì hay bị bóng đè và gặp ảo giác.,"amip ăn não, chứng ngủ rũ, beriberi, bóng đè, bệnh loạn dưỡng cơ duchenne"
"Bụng tôi hay bị chướng hơi và đau quặn thắt dữ dội, đặc biệt ở vùng bụng dưới bên trái. Cứ lúc nào đau là phải chạy đi vệ sinh gấp, lúc thì tiêu chảy phân lỏng lúc thì táo bón.","co thắt đại tràng, hội chứng bartter, hội chứng ruột kích thích, rối loạn tiêu hóa ở trẻ, do amip"
"Thỉnh thoảng đang ngồi nghỉ tôi lại bị đau thắt ngực trái dữ dội, cảm giác lồng ngực bị bóp chặt lan lên cả hàm. Cơn đau khiến tôi vã mồ hôi, suýt mất ý thức.","bệnh mạch vành, co thắt mạch vành, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, nhồi máu cơ tim cấp"
"Tôi ăn uống dạo này rất hay bị nghẹn, nuốt thức ăn đặc hay lỏng đều khó. Đêm ngủ thức ăn cứ trào ngược nôn ọe ra ngoài, ngực hay bị đau tức đè ép và sụt cân khá nhiều.","lao hệ thần kinh, ung thư thực quản, addison (suy tuyến thượng thận nguyên phát), co thắt tâm vị, hẹp thực quản"
"Mỗi lần nuốt tôi thấy nghẹn ứ ở cổ họng, cảm giác có gì chặn ngang ngực rất khó chịu. Kèm theo đó là những cơn đau tức ngực, hay bị ợ nóng và ợ trớ thức ăn.","co thắt thực quản, block nhánh phải, block nhĩ thất, bệnh mạch vành, hội chứng sốc nhiễm độc"
"Cháu nhà tôi lười ăn, chậm mọc răng, chậm biết bò đi và đổ mồ hôi trộm ban đêm rất nhiều. Ngực cháu hơi nhô ra, chân vòng kiềng và ngủ hay bị giật mình quấy khóc.","bệnh tim bẩm sinh tím, nấm da (hắc lào), u mềm treo, aids, brucella"
"Bé nhà tôi bú kém, chậm lớn và mỗi lần khóc hay bú là vã mồ hôi đầm đìa. Cháu thở rất nhanh dai dẳng, nhịp tim đập loạn và lúc nào cũng trông mệt mỏi.","babesia (nhiễm trùng do babesia), basedow, block nhánh phải, block nhánh tim, block nhánh trái"
"Đột nhiên tôi bị đau quặn dữ dội từ hông lan ra sau lưng và xuống bụng dưới. Tôi bị buồn nôn, đi tiểu thấy buốt rát, nước tiểu đục lợn cợn và hơi ớn lạnh, sốt.","thận móng ngựa, babesia (nhiễm trùng do babesia), cơn đau bão thận, lỵ amip cấp, nhiễm khuẩn đường tiết niệu"
"Đột nhiên nửa người tôi bị yếu liệt, không nhấc tay chân lên được, nói năng lộn xộn lắp bắp. Mắt tôi mờ tịt một bên, chóng mặt và lảo đảo mất thăng bằng, diễn ra chừng mười phút rồi hết.","thiếu máu, u mềm treo, bệnh động mạch cảnh, chóng mặt kịch phát lành tính, chấn thương sọ não"
"Bụng tôi hay đau quặn, đầy hơi và đi tiêu chảy liên tục, thỉnh thoảng có lẫn máu. Tôi bị mót rặn đau rát vùng hậu môn, sút cân trầm trọng, người suy nhược và hay sốt.","hội chứng ruột kích thích, cúm a h1n1, hội chứng bartter, hội chứng behcet, hội chứng urê huyết tán huyết"
"Tôi bị sốt rất cao, ớn lạnh, đau nhức đầu và mệt mỏi rã rời khắp cơ thể. Kèm theo đó là hắt hơi, sổ mũi nghẹt mũi, ho khan và thỉnh thoảng thấy khó thở.","viêm họng xung huyết, viêm thanh quản cấp tính, cúm a h1n1, viêm xoang mũi dị ứng, viêm đường hô hấp trên"
"Tôi sốt rất cao liên tục không hạ, đau đầu và nhức mỏi cơ thể kinh khủng. Tôi bị nghẹt mũi, ho khan, buồn nôn và mấy hôm nay thấy tức ngực, khó thở.","cúm a h1n1, than, viêm đường hô hấp trên, cúm, lao màng phổi"
"Người tôi đau nhức cơ bắp dữ dội, ớn lạnh vã mồ hôi và sốt hầm hập. Mắt tôi đỏ và hay chảy nước, kèm theo ho, sổ mũi, chán ăn và cảm thấy uể oải lả đi.","cúm a h1n1, ho gà, nhiễm nấm candida (nhiễm trùng nấm men), nấm da (hắc lào), sưng bao quy đầu"
"Tôi bị sốt cao rét run, đau đầu và nhức mỏi cơ bắp rã rời. Gần đây tim tôi đập rất nhanh, tức ngực, khó thở thở gấp và có lúc mê man mờ mịt.","cúm a h5, cúm, phế cầu khuẩn, viêm mũi họng, viêm đường hô hấp dưới"
"Tôi bị sốt cao đột ngột trên 38 độ, ho và rát họng, các cơ đau nhức rã rời. Bụng đau nôn ói và hiện tại thở rất gấp, khó thở và đau thắt ngực.","bạch cầu cấp, lao màng phổi, phế cầu khuẩn, than, viêm phổi"
"Dạo này tôi lúc nào cũng thấy phừng phừng sợ nóng, đổ mồ hôi đầm đìa, tay chân run rẩy. Tim đập nhanh hồi hộp, tính tình hay cáu gắt, khó ngủ và sút cân rất nhanh dù tôi ăn nhiều.","cường giáp, basedow, bướu cổ, bệnh mạch vành, bệnh thấp tim"
"Chỗ vết chó cắn hôm nọ giờ cứ ngứa ran châm chích bỏng rát. Dạo này tôi hay bị bồn chồn, sốt đau đầu, rất sợ gió sợ nước, nuốt khó và hay tiết nhiều nước bọt sủi bọt mép.","dại, nhiễm nấm candida (nhiễm trùng nấm men), viêm họng mãn tính, hội chứng behcet, mất kinh"
"Tôi bị đau quặn vùng bụng hạ sườn phải, đầy hơi chướng bụng và hay buồn nôn, kèm theo sốt. Người nhà bảo da và tròng trắng mắt của tôi có vẻ vàng ệch ra.","dày thành túi mật, hội chứng ruột kích thích, lỵ amip cấp, nhiễm giardia (nhiễm trùng ruột non do giardia), sỏi tụy"
"Bé gái nhà tôi mới chưa đầy 8 tuổi mà ngực đã bắt đầu phát triển to ra, mọc lông nách lông mu. Cơ thể bé lớn phổng phao rất nhanh, mọc mụn trứng cá và có mùi cơ thể.","gai đen, buồng trứng đa nang, chắp mắt, dậy thì sớm, hội chứng alport"
"Trên cẳng chân tôi tự nhiên nổi một cục u sưng nhỏ màu nâu xám, bóp vào 2 bên thấy vùng da lõm xuống. Nó thỉnh thoảng hơi ngứa và sờ chạm mạnh vào thì thấy đau nhẹ.","nấm da (hắc lào), bong gân, bỏng, chốc mép, dermatofibroma"
"Thỉnh thoảng tôi bị những cơn nhức đầu, tay chân yếu đi lóng ngóng khó cử động. Có lúc bị co giật, nói năng khó khăn mất ngôn ngữ và hay bị ngứa ran tê liệt bất thường.","thiếu máu, hội chứng urê huyết tán huyết, nhiễm trùng não, viêm xương tai chũm, bệnh quai bị"
"Hai mắt tôi tự nhiên đỏ hoe, mí mắt sưng húp lên và rất ngứa ngáy nóng rát. Lúc nào cũng có cảm giác cộm xót như có cát, chảy nước mắt liên tục và cực kỳ chói khi ra nắng.","viêm bờ mi mắt, nấm da (hắc lào), phù kết mạc, dị ứng mắt, ho gà"
"Vừa ăn xong là môi, lưỡi và họng tôi sưng vù lên, khoang miệng ngứa ran. Khắp người nổi mề đay đỏ ngứa điên cuồng, bụng đau quặn nôn mửa, kèm theo chóng mặt khó thở muốn ngất xỉu.","bỏng, bạch cầu cấp, cúm a h1n1, dị ứng thực phẩm, gãy xương"
"Bao quy đầu của cháu nhà tôi không thể tuột xuống được, dính chặt vào. Ở kẽ bên trong có đọng những cặn dịch màu trắng đục, thỉnh thoảng sờ vào cháu hơi giật mình.","bướu cổ, bạch cầu cấp, bạch hầu, bạch hầu thanh quản, bệnh cơ tim hạn chế"
"Hai ngón tay của bé nhà tôi bị dính liền vào nhau bởi một lớp da và mô mềm, không có khoảng trống ở giữa. Tôi sờ nắn thì thấy có vẻ các xương bên trong cũng dính chặt lại với nhau.","bướu cổ, bạch cầu cấp, bạch hầu, bạch hầu thanh quản, bệnh cơ tim hạn chế"
"Nước tiểu của tôi dạo này nổi rất nhiều bọt sủi bọt lâu tan, lại hay phải đi tiểu. Sáng dậy mặt và chân hay bị sưng phù nề, người mệt mỏi chán ăn và hay bị chuột rút về đêm.","bỏng, gan nhiễm mỡ, hội chứng tiền kinh nguyệt, hội chứng urê huyết tán huyết, nấm da (hắc lào)"
"Cứ lúc bụng đói hoặc sau khi ăn no là tôi bị đau âm ỉ, rát vùng trên rốn. Bụng lúc nào cũng đầy hơi, tức nặng ấm ách, hay ợ hơi ợ chua và thỉnh thoảng hơi thở có mùi hôi đắng.","đau dạ dày, gai đen, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, hội chứng dressler"
"Gáy và nửa đầu sau của tôi hay bị đau nhói buốt như điện giật, rát bỏng. Vùng da đầu rất nhạy cảm, chải tóc hoặc chạm nhẹ vào cũng đau rát, đau lan ra cả hốc mắt làm tôi mất ngủ.","chèn ép khoang dưới mỏm cùng vai, viêm mũi, đau dây thần kinh chẩm, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu"
"Nửa mặt tôi thỉnh thoảng lại bị những cơn đau co thắt mạnh giật liên hồi như điện giật. Cứ há miệng nhai cơm, nói chuyện, cạo râu hay có gió lạnh tạt vào mặt là nó lại kích hoạt cơn đau buốt.","bỏng, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu, viêm cân gan chân, viêm mũi"
"Bụng tôi hay đau quặn thắt từng cơn ở nhiều vùng, kèm theo đầy hơi chướng bụng, đi vệ sinh lúc thì lỏng tiêu chảy lúc thì táo bón. Cứ đi đại tiện xong thì bụng lại nhẹ nhõm và đỡ đau hẳn.","hội chứng ruột kích thích, co thắt đại tràng, nhiễm ký sinh trùng, suy tuỵ, hội chứng bartter"
"Tôi hay bị đau nửa đầu dữ dội giật theo nhịp mạch, rất nhạy cảm với ánh sáng chói và tiếng ồn. Mỗi đợt đau là hoa mắt chóng mặt, nôn mửa, tê bì ngứa ran tay chân và vai cổ rất căng cứng nhức mỏi.","đau đầu migraine, suy thận, thiếu máu, u mềm treo, bạch cầu cấp"
